REL,,CLASS,dataset_id,ontology_id,data,DATASET,,CLASS,dataset_id,ontology_id,datb,DATASET
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Taxi,2513,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/BicycleRental,2515,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Nightclub,2516,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Dentist,2523,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Library,2524,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Fountain,2528,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Doctors,2539,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Veterinary,2547,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/ParkingEntrance,2548,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Monument,2604,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/PublicBuilding,2549,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Stripclub,2636,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/BeautyShop,2647,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Gift,2649,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/SubwayEntrance,2843,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/BeverageMarket,2754,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Outdoor,2857,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Tobacco,2600,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Deli,2720,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/IceCream,2583,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Theatre,2533,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Entrance,2817,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Shoes,2815,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/FloristShop,2763,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/CarRepairShop,2710,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/BooksShop,2698,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/BookShop,2697,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Jewelry,2681,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/OpticianShop,2672,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Computer,2738,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Pet,2735,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/AlcoholShop,2663,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Boutique,2610,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Toys,2661,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Doityourself,2630,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Stationery,2664,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Laundry,2565,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Surveillance,2655,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/HistoricPointOfInterest,2611,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Butcher,2690,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Kiosk,2554,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/SportsCentre,2592,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Gym,2648,1,196,LinkedGeoData
2,,http://linkedgeodata.org/ontology/MineralSpring,1317,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Spring,2578,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/MineralSpring,1317,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/NaturalThing,2571,1,196,LinkedGeoData
1,,http://linkedgeodata.org/ontology/MineralSpring,1317,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/WaterwayThing,2842,1,196,LinkedGeoData
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Ruins,591,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Toilets,429,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Lighthouse,551,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Museum,425,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Slipway,576,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/WasteBasket,481,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/SwimmingPool,463,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Shelter,461,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Peninsula,1210,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Viewpoint,459,1,28,LinkLion - A Link Repository for the Web of Data
1,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/NaturalThing,458,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Farm,855,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Spring,679,1,28,LinkLion - A Link Repository for the Web of Data
2,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Bay,963,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/PicnicSite,601,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Hostel,600,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/CampSite,599,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/NaturalValley,1110,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Town,464,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/AlpineHut,598,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Fjord,1209,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Memorial,593,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/GrouseButt,1217,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Mineshaft,552,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/GrouseButt,1217,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Cairn,699,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/RailwayThing,719,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Deli,712,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Kiosk,637,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/PublicBuilding,442,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Veterinary,480,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Bar,439,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Clothes,494,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Hardware,510,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/IceCream,647,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/VendingMachine,636,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/FloristShop,624,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Confectionery,623,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/GardenCentre,621,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Boutique,620,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Stationery,614,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Kindergarten,532,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Taxi,526,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/BicycleParking,523,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Pub,451,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Police,450,1,28,LinkLion - A Link Repository for the Web of Data
2,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Telephone,444,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/CarRental,443,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Fountain,441,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Nightclub,440,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Atm,435,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Library,434,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Toilets,429,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/DrinkingWater,428,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Fabric,779,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/CarRepairShop,508,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/DryCleaning,596,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/BeverageMarket,704,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Computer,506,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/BarrierThing,695,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Newsagent,798,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Cinema,484,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Monument,487,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Tobacco,771,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/HairdresserShop,490,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Jewelry,492,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Greengrocer,493,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/BookShop,497,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/BooksShop,498,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Sports,499,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/AlcoholShop,502,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Laundry,503,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Butcher,790,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Shoes,770,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Bakery,507,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Motorcycle,511,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Toys,514,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/HistoricPointOfInterest,521,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/BicycleRental,543,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/MonitoringStation,564,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Playground,581,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Suburb,479,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/SportsCentre,583,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Memorial,593,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Pet,597,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Outdoor,603,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/OpticianShop,610,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/BeautyShop,649,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Stripclub,663,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/CarSharing,674,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Surveillance,691,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Entrance,743,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Theatre,529,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/Newsstand,1291,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Doityourself,607,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/MineralSpring,1317,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Memorial,593,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/MineralSpring,1317,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/Viewpoint,459,1,28,LinkLion - A Link Repository for the Web of Data
1,,http://linkedgeodata.org/ontology/MineralSpring,1317,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/DrinkingWater,428,1,28,LinkLion - A Link Repository for the Web of Data
0,,http://linkedgeodata.org/ontology/MineralSpring,1317,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/WaterwaySpring,1320,1,28,LinkLion - A Link Repository for the Web of Data
1,,http://linkedgeodata.org/ontology/MineralSpring,1317,1,28,LinkLion - A Link Repository for the Web of Data,,http://linkedgeodata.org/ontology/WaterwayThing,519,1,28,LinkLion - A Link Repository for the Web of Data
